Lieux																						Périodes				Personnes		Zones		Notions		Chapitres		Types de lieux		Intro		Crédits
ID (ne pas modifier)	Relu 	 Relu Guillaume	Edité, prêt à publier (ok pour publier)	Nom	Adresse	Ville	 Arrondissement	Latitude	Longitude	Existe ou non	Texte	Sources	Périodes	Illustration	Credit illustration	Type de lieu (voir onglet "Types")	Auteur	Angle	Introduction lien article long	Lien article long	Tags CHAPITRES	Identifiant	Nom	Début	Fin	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Type de paragraphe (paragraph ou annotation)	Contenu (html possible)	Ligne de crédits (html possible)
13	oui	OK	ok	Incendie d'une guillotine	Place Léon-Blum	Paris	11	48.858264	2.379800	oui	Le 6 avril 1871, une guillotine est symboliquement brûlée par des habitants et des membres de la garde nationale place Voltaire (aujourd'hui place Léon-Blum). L'épisode est rapporté <span data-source="1">par le journal <i>le Rappel</i>, le lendemain</span> : <i>«[Un messager] nous raconte qu'un des bruits qui courent à Versailles, c'est qu'à Paris il y a la guillotine en permanence. Ce qui tombait bien, le jour où cet admirable peuple de Paris brûlait la guillotine devant la statue de Voltaire.»</i> Ou encore dans <span data-source="2"><i>le Cri du peuple</i></span> :  <i>«Le peuple a brûlé cet instrument de supplice, et l'on ose l'accuser d'être sanguinaire !»</i></br></br><span data-source="3"><i>L'Affranchi,</i> lui, rapporte deux événements distincts</span> : <i>«Hier matin jeudi, à 10 heures, une exécution sommaire a été faite par les terroristes de Paris </i>[l'article est écrit au second degré].<i> Ils ont brûlé la guillotine qui a servi à faire tomber la tête d'Orsini </i>[auteur d'un attentat contre Napoléon III, décapité en 1858],<i> à la place de la Roquette et une seconde guillotine en construction chez un mécanicien du XI<sup>e</sup>. […] Plus de 4 000 citoyens du XI<sup>e</sup> arrondissement assistaient à l'auto-da-fé.</i> [sic]<i>»</i> Le journaliste et communard <span data-source="4"><span data-person="prosper-olivier-lissagaray">Prosper-Olivier Lissagaray</span> soulignera lui aussi le contraste entre l'événement et les descriptions de la capitale par les Versaillais</span> : <i>«Les journalistes de louage, attablés à Versailles, dépeignaient Paris comme le pandémonium de tous les coquins de l'Europe. […] Ces pillards n'avaient pillé que la guillotine, solennellement brûlée devant la mairie du XI<sup>e</sup>.»</i>	<span class="source"><i>Le Rappel</i>, n°663, 7 avril 1871 : https://gallica.bnf.fr/ark:/12148/bpt6k75363485.item via Michèle Audin : https://macommunedeparis.com/2016/05/21/non-la-commune-na-pas-19-brule-la-guillotine/</span>  <span class="source"><i>Le Cri du peuple,</i> n°38, 8 avril 1871 : http://archivesautonomies.org/IMG/pdf/commune/communedeparis/cridupeuple/cridupeuple-n38.pdf via Michèle Audin : https://macommunedeparis.com/2016/05/21/non-la-commune-na-pas-19-brule-la-guillotine/</span>  <span class="source"><i>L'Affranchi</i>, 8 avril 1871.</span>  <span class="source">Prosper-Olivier Lissagaray, <i>Histoire de la Commune de 1871,</i> Dentu, Paris, 1896, p.196 : https://gallica.bnf.fr/ark:/12148/bpt6k36518g/f203.image Nouvelle édition : préface de Jacques Rougerie, Editions du Détour, Paris, 2018.</span>	06/04/1871	photo		manifestation	<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>																					
16	oui	OK	ok	L'Alcazar	190, avenue de Choisy	Paris	13	48.830476	2.3568589	non	Dans cette salle du XIII<sup>e</sup> arrondissement se sont succédé plusieurs personnalités illustres. Notamment Louise Michel, lors d'un meeting de la Jeunesse anarchiste en 1882, où <span data-source="1">elle déclare sous les cris de <i>«Vive la Commune !»<i/></span> : <i>«Quand donc ferons-nous, à notre tour, notre révolte ? N'est-il pas venu le temps d'écraser tes exploiteurs et d'établir sur les ruines de la bourgeoisie la véritable République, la République sociale ?»<i/> Trotsky a lui aussi donné une conférence au début du XX<sup>e</sup> siècle, tout comme Lénine, intervention à laquelle <span data-source="2">le militant communiste Charles Rappoport a assisté</span> : <i>«En 1901 ou 1902, j'ai assisté à une conférence de Lénine, salle Alcazar, avenue de Choisy, près de la place d'Italie, à Paris. Pour la première fois de ma vie, j'ai entendu sortir de la bouche d'un chef marxiste les mots : "insurrection armée", comme moyen indispensable de l'émancipation en Russie. J'étais comme abasourdi et ravi, car seul l'opportunisme de la social-démocratie internationale, son légalisme aveugle et indéracinable me tenaient à l'écart du mouvement marxiste.»<i> Trotsky y a également donné une conférence. Des syndicats ou associations ouvrières s'y sont également réunis : <span data-source="3">des raffineurs en 1882 </span> ou <span data-source="4">2 000 ouvriers puisatiers mineurs en 1888 </span> pour leur grève, <span data-source="5">des cheminots de la Compagnie d'Orléans </span> en vue de créer un orphelinat. L'Alcazar deviendra le cinéma Moderne en 1913, puis le Palace Italie dans les années 30. Sur son emprise se trouve désormais un restaurant Tang Gourmet.	<span class="source"><i>Souvenirs judiciaires de la République aimable et neutre</i>, Imprimerie vendéenne, 1882, p. 22-23 https://gallica.bnf.fr/ark:/12148/bpt6k5474922t/f23</span>  <span class="source">«Lénine en 1905-17»,<i> l'Appel des soviets,</i> n° 25, 1931.</span>  <span class="source"><i>le Petit Parisien,</i> 14 juin 1882</span>  <span class="source"><i>la Presse,</i> 28 juillet 1888</span>  <span class="source"><i>la Presse,</i> 27 décembre 1890</span>	1882-1913			manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
17	oui	OK	OK	Usine Snecma	68-86, boulevard Kellermann	Paris	13	48.8190354	2.3582089	rehab	Construite sur l'emprise d'une fabrique de jeux de cartes, cette usine Snecma (ancêtre de Safran) fabrique des moteurs d'avion à partir des années 1910 jusque dans les années 70. Alors baptisée Gnome et Rhône, l'entreprise a fait de <i>«l'ancienne usine le Rhône du boulevard Kellermann […] considérablement agrandie, l'usine-vitrine de la firme»,</i> selon <span data-source="1">l'historienne Noëlle Gérome</span>, qui détaille ses activités: <i>«Les activités de prestige, le bureau d'étude, les laboratoires d'essai et les ateliers d'expérimentation de prototypes.»</i>. L'usine est agrandie à la fin des années 30, un terrain racheté à l'ouest ayant servi à construire un blockhaus antibombardements. Elle est en grande partie détruite lors du déménagement de l'usine à Corbeil-Essonnes à la fin des années 60 et remplacée par des immeubles d'habitations pour les membres de la garde républicaine et leurs familles.	<span class="source">Noëlle Gérôme, de Gnome et Rhône à la Snecma, Le temps des cerises, 2000, p.13</span>	1910 - 1970			usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
18	oui	OK	ok	Laboratoire de fabrication de poudre de la Société des familles	147-153, rue Léon-Maurice-Nordmann	Paris	13	48.833574	2.342696	maybe	Hiver&nbsp;1835-1836. Dans une maison située au <span data-source="1">numéro&nbsp;113 de la rue de Lourcine</span>, un petit groupe de militants s'affaire dans le plus grand secret. Le lieu, loué pour quelques mois, abrite un laboratoire de production de poudre. <span data-source="2">Au rez-de-chaussée, décrit l'historien Maurice Dommanget, une <i>«usine clandestine avec tous les engins et matières premières nécessaires à la fabrication. Dans une salle au premier, un poêle est constamment allumé et une grande table fait l'office de séchoir».</span></br></br>«Presque chaque jour»,</i> un homme s'y rend discrètement. C'est <span data-person="louis-auguste-blanqui">Auguste Blanqui</span>. Le conspirateur, qui deviendra un mythe <span data-link="5">pour les jeunes révolutionnaires de la seconde partie du siècle</span>, n'a alors que&nbsp;30&nbsp;ans. Il dirige avec <span data-source="3"><span data-person="armand-barbes">Armand Barbès</span></span>, 26&nbsp;ans, <span data-source="4">une organisation clandestine destinée à faire tomber la monarchie et établir une république égalitaire</span>&nbsp;: la Société des familles. Elle compte en ses rangs beaucoup d'ouvriers, d'artisans, mais aussi des propriétaires, des négociants et des étudiants en droit. <span data-source="5">Le 10 mars&nbsp;1836, la police fait irruption rue de Lourcine où elle arrête cinq hommes en flagrant délit</span>&nbsp;: deux anciens <span data-link="24">saint-simoniens</span> et trois étudiants. </br></br>Pour la suite des événements, les travaux des historiens sont contradictoires. Peu après la descente rue de Lourcine, les forces de l'ordre interviennent au domicile de Barbès, ou se trouve aussi Blanqui. Ce dernier lutte et avale des papiers pour éviter de livrer des informations aux enquêteurs. <span data-source="6">Selon Dommanget, l'épisode a eu lieu le 13 mars au 10, rue Sainte-Croix (58, rue Caumartin), près de l'actuelle gare Saint-Lazare.</span> Le dictionnaire Maitron parle du 10 mars, rue Saint-Benoît. <span data-source="7">Dans cette affaire</span>, 19&nbsp;personnes auraient été inculpées et 11&nbsp;condamnées en août, dont Blanqui (à deux ans de prison et 3&nbsp;000&nbsp;francs d'amende) et Barbès (un an de prison et 1&nbsp;000&nbsp;francs d'amende).	<span class="source">En comparant les plans parcellaires, on peut déduire que l'emplacement était situé entre le 147 et le 153 de l'actuelle rue Léon-Maurice-Nordmann actuelle. Merci à Philippe Boisseau pour son aide.</span>  <span class="source">Maurice Dommanget, <i>Auguste Blanqui, des origines à la révolution de 1848, premiers combats et premières prisons,</i> Mouton, Paris, 1969, p.168.</span>  <span class="source">Notice «Barbès» revue et complétée par Jean Risacher dans le dictionnaire Maitron : http://maitron-en-ligne.univ-paris1.fr/spip.php?article25707</span> Dernier ouvrage paru : Paul Tirand, <i>Armand Barbès, l'indignée permanent,</i> L'Harmattan, 2016.  <span class="source">Jean-Noël Tardy, <i>l'Age des ombres, complots, conspirations et sociétés secrètes au XIXe siècle,</i> Les Belles Lettres, Paris, 2016, pp.258-285.</span>  <span class="source">Maurice Dommanget, op.cit. p.168.</span>  <span class="source">Ibid., p.168 et notice. Maurice Paz évoque, lui, la date du 4 mars : <i>Un révolutionnaire professionnel, Auguste Blanqui,</i> Fayard, Paris, 1984, p.50.</span>  <span class="source">Maurice Dommanget, op.cit., pp.170-171. Maurice Paz n'évoque que  sept condamnations : op.cit. p.52. Claude Latta parle de 43 inculpations : <i>Armand Barbès et les hommes de 1848, actes du colloque de Carcassonne, actes du colloque tenu en novembre 1998 à Carcassonne,</i> Les Audois, Carcassonne, 1999, p.28.</span>	01/03/1836			revolution	<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>																					
19	oui	OK	ok	La Ruche, refuge d'artistes	2, passage de Dantzig	Paris	15	48.8322559	2.2970838	oui	Fondée en&nbsp;1902 par le riche sculpteur Alfred Boucher, issu d'une famille modeste et grand prix de l'Exposition universelle de&nbsp;1900, <span data-source="1">la Ruche</span> devait servir à accueillir des artistes dans le besoin. <span data-source="2">L'endroit s'organise autour d'une rotonde</span> construite avec les restes du pavillon des vins de Gironde, conçu par Gustave Eiffel pour l'exposition.</br></br>Au moment de la création du lieu, le journal <i>la Presse</i> s'enthousiasme pour cette <span data-source="3"><i>«généreuse initiative»</i></span> : la naissance d'une <i>«sorte de phalanstère très curieux»</i> (mot faisant référence aux idées du théoricien <span data-source="4"><span data-person="charles-fourier">Charles Fourier, 1772-1837</span></span>) : <i>«Pour une somme minime, les locataires trouveront là un gîte, un atelier, des cours et de très nombreux avantages.»</i> <span data-source="5">Selon <i>le Petit Journal,</i></span> <i>«le prix de location est fort peu élevé, 150 à 250&nbsp;francs par an. Pour un atelier à soupente assez spacieuse pour être transformé en chambre à coucher, c'est le prix fort&nbsp;; dans le cas contraire, le loyer n'excédera guère 150&nbsp;francs».</i></br></br>A titre de comparaison, en&nbsp;1900 à Paris, <span data-source="6">la moyenne des valeurs locatives des locaux d'habitation était de 577&nbsp;francs. La valeur moyenne minimale était de 204&nbsp;francs (dans le quartier de la gare du XIII<sup>e</sup>) et la valeur moyenne maximale de 3&nbsp;800&nbsp;francs (dans le quartier des Champs-Elysées).</span>  <span data-source="7">En 1894-1895, 86,4% de la population active française gagnait 2&nbsp;500&nbsp;francs (ou moins) par an.</span></br></br> La Ruche a traversé les années et des artistes célèbres sont passés entre ces murs&nbsp;: Marc Chagall, Fernand Léger, Amedeo Modigliani... Racheté par la famille Seydoux, l'endroit est aujourd'hui géré par une fondation créée en&nbsp;1985. Dans le cadre d'un accord tripartite avec la fondation du Patrimoine et la fondation Total, <span data-source="8">la rotonde a été restaurée et inaugurée en&nbsp;2010.</span> Le lieu abrite toujours aujourd'hui des plasticiens, acceptés sur dossier. Contactée par <i>Libération,</i> la société de gestion a fait savoir que la présidence de la fondation La Ruche-Seydoux ne souhaitait pas communiquer les loyers actuels.	<span class="source">http://laruche-artistes.fr/historique/</span>  <span class="source">Reportage diffusé par l'ORTF en 1967 : https://player.ina.fr/player/embed/I00008900/1/1b0bd203fbcd702f9bc9b10ac3d0fc21/wide/1'%20allow%20='fullscreen,autoplay</span>  <span class="source"><i>La Presse,</i> n°3682, dimanche 29 juin 1902 : https://gallica.bnf.fr/ark:/12148/bpt6k550286v.item</span>  <span class="source">Notice «Charles Fourier» dans le dictionnaire Maitron : http://maitron-en-ligne.univ-paris1.fr/spip.php?article31116</span>  <span class="source"><i>Le Petit Journal,</i> n°14404, mercredi 4 juin 1902 : https://gallica.bnf.fr/ark:/12148/bpt6k616091k.item</span>  <span class="source"><i>Livre foncier de Paris,</i> 1900 via Adeline Daumard, «Quelques remarques sur le logement des Parisiens au XIXe siècle» dans <i>Annales de démographie historique, démographie historique et environnement,</i> 1975, p.55 : https://www.persee.fr/doc/adh_0066-2062_1975_num_1975_1_1265</span>  <span class="source">«Répartition des niveaux de revenus des Français en 1894-1895, d'après les chiffres de la commission extraparlementaire concernant le projet d'impôt sur le revenu de Paul Doumer» dans Emile Levasseur, <i>Questions ouvrières et industrielles en France sous la Troisième République,</i> Paris, A. Rousseau, 1907, p.619 via Christophe Charle, <i>Histoire sociale de la France au XIXe siècle,</i> Points, coll. Histoire, Paris, 1991, p.333.</span>  <span class="source">Dossier de presse de la fondation du Patrimoine : https://docplayer.fr/27631496-Dossier-de-presse-13-octobre-2010.html</span>	1902 - 1980	http://medias.liberation.fr/photo/1197465-id-19-la-ruche.jpg	La Ruche en 1968. (Photo Limot. Rue des Archives)	culture	<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>																					
23	oui	OK	ok	Manif anarchiste au Théâtre nouveau	23, rue de Belleville	Paris	19	48.8728091	2.379058	non	En janvier&nbsp;1913, une manifestation est organisée par 150&nbsp;personnes, dont des membres du Foyer populaire de Belleville, de la Jeunesse anarchiste et des terrassiers au Théâtre nouveau. <i>«Au signal de <span data-source="1">Jean Fleur</span></i> [ouvrier tourneur sur métaux, anarchiste et secrétaire du Foyer populaire de Belleville, ndlr], <span data-source="2">décrit Gérard Jacquemet, d'après un rapport,</span> <i>ils ont interrompu le spectacle aux cris de<i> "A bas la guerre&nbsp;! Vive l'Internationale&nbsp;!",</i> suivis d'une bagarre avec la police, tandis que le public, mécontent, ne cessait d'applaudir les acteurs.»</i> C'est l'une des nombreuses actions des anarchistes bellevillois, qui <span data-source="3">organisent de nombreuses réunions au siège de la Fédération communiste anarchiste</span> (dont fait partie le Foyer populaire de Belleville), au&nbsp;5, rue Henri-Chevreau à partir de&nbsp;1912. <i>«La plupart des réunions tenues en&nbsp;1913 [à cette adresse] ont pour thème principal l'action à mener contre la guerre et contre la loi des trois ans de service militaire»,</i> explique Gérard Jacquemet, d'après les archives de police qu'il a exhumées.	<span class="source">notice de Jean Fleur, dans le dictionnaire Maitron, signée Guillaume Davranche : http://maitron-en-ligne.univ-paris1.fr/spip.php?article154150</span>  <span class="source">Gérard Jacquemet, <i>Belleville au XIXe siècle,</i>  Edition de l'EHESS, 1984. p.370.</span>  <span class="source">Ibidem.</span>	1910 - 1913			manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
28	oui	OK	ok	Usine Dupless dans la Zone	Boulevard de la Guyane	Paris	12	48.840534	2.414154	non	Lorsque les fortifications sont édifiées dans les années&nbsp;1840 autour de Paris, une <span data-place="zone">zone</span> <i>non ædificandi</i> de&nbsp;250&nbsp;mètres au-delà des «fortifs» est créée, sur laquelle, en théorie, il est interdit de construire. Les droits de propriété n'ayant pas été rachetés aux propriétaires, des habitants et des entreprises viendront s'installer. <span data-source="1">La loi de&nbsp;1919 transférant à Paris la zone</span>, qui appartenait aux communes de banlieue, conduit à terme à <span data-source="2">l'expropriation des occupants afin d'y construire une ceinture verte autour de Paris</span> –&nbsp;le périphérique s'est en fait construit à la place. L'image populaire qui est restée est celle d'un lieu composé avant tout de guinguettes et de taudis, la «zone pouilleuse». Si dans les zones de Montreuil, Ivry ou encore Saint-Ouen, l'image correspond en grande partie à cette réalité, les zones d'Aubervilliers et de Charenton, plutôt industrielles, ou de Neuilly-sur-Seine et Saint-Mandé, plus aisées et également industrielles, obligent à tempérer. <span data-source="3">Sur la zone de Saint-Mandé se trouvait par exemple l'usine Dupless</span>, une entreprise qui fabriquait meubles métalliques, radiateurs ou réchauds. Elle employait, en&nbsp;1940, 35&nbsp;ouvriers et 8&nbsp;employés de bureau. Certains prestigieux magasins recevaient ses meubles, comme les Galeries Lafayette, le BHV ou la Samaritaine. Aujourd'hui, des immeubles d'habitation ont été construits à la place.	<span class="source">Journal officiel, 20 avril 1919, p.2, https://gallica.bnf.fr/ark:/12148/bpt6k6372191n/f2</span>  <span class="source">Isabelle Backouche, «Rénover le centre de Paris : quel impact sur les marges ? 1940-1970» dans <i> Agrandir Paris (1860-1970)</i>, éditions de la Sorbonne, 2012 . http://books.openedition.org/psorbonne/2423</span>  <span class="source">Archives de Paris, carton 1900W 35.</span>	1840 - 1970	photo		usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
29	oui	OK	ok	Locaux du «Vorwärts»	14, rue des Moulins	Paris	01	48.867054	2.335329	rehab	Fondé par l'Allemand Heinrich Börnstein le 2 janvier 1844, le <i>Vorwärts</i> («En avant» en allemand) a eu comme journaliste Karl Marx. Le philosophe a notamment raconté dans les colonnes du journal l'insurrection du 4 au 6 juin des tisserands de Silésie, une région prussienne comprise aujourd'hui entre l'Allemagne et, majoritairement, la Pologne. <span data-source="1">Cette révolte est considérée par Friedrich Engels</span> comme le moment où <i>«la classe ouvrière [allemande] a fait ses débuts».</i> En prenant notamment appui sur les figures de la Révolution, comme Robespierre, Desmoulins ou Saint-Just, le journal évolue ensuite vers un courant de pensée politique alors balbutiant :<i>«Nous avons à Paris un journal communiste allemand, </i> le Vorwärts<i>»,</i> <span data-source="2">explique Engels en septembre</span>. Ce qui correspond à l'évolution théorique de Marx : <i>«Alors qu'il était libéral à son arrivée, c'est [lors de son séjour de seize mois] à Paris, grâce à ses fréquentations avec les milieux ouvriers, que [Karl Marx] devient communiste, au contact de ces réalités parisiennes»,</i> <span data-source="3"> explique l'historienne Delphine Diaz dans <i>la Fabrique de l'histoire</i> sur France Culture</span>. Sous la pression de la Prusse, la France décide de s'attaquer au journal et d'expulser certains de ses leaders dont Karl Marx, qui part à Bruxelles le 1<sup>er</sup> février 1845.	<span class="source">Jacques Grandjonc, <i>Marx et les communistes allemands à Paris,</i> François Maspero, 1974, p.59.</span>  <span class="source">Ibid., p.58.</span>  <span class="source">Delphine Diaz dans <i>la Fabrique de l'histoire</i> : Karl Marx à Paris (1843-1845), France Culture, 10 octobre 2017 : https://www.franceculture.fr/emissions/la-fabrique-de-lhistoire/karl-marx-24-karl-marx-a-paris-1843-1845</span>	1844-1845			journal	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
30	oui	OK	ok	Appartement de Karl Marx à Paris	38, rue Vaneau	Paris	07	48.851953	2.318914	oui	Après avoir été hébergé chez le philosophe allemand Arnold Ruge au 23, rue Vaneau, <span data-source="1">Karl Marx emménage à quelques numéros de là avec sa femme, Jenny, en 1844. Leur première fille, Jenny également, naît le 1<sup>er</sup> mai. Ils y résideront jusqu'en février 1845, lors de leur expulsion. <span data-source="2">Pour l'historien Auguste Cornu,<span> <i>«Marx trouvait à Paris […] trois éléments qui constituaient un puissant stimulant pour sa pensée : un développement économique beaucoup plus avancé qu'en Allemagne, […] un prolétariat déjà nombreux […] et l'expérience d'une grande révolution sociale, la Révolution de 1789, achevée par la révolution de 1830».</i>	<span class="source">Auguste Cornu, <i>Karl Marx et Friederich Engels, Tome III, Marx à Paris,</i> Presses universitaire de France, 1962, pp. 2-3.</span>  <span class="source">Ibidem.</span>	1844 - 1845			quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
31	oui	OK	ok	Manifestations entre les 6 et 12 février 1934	place de la République	Paris	03	48.867521	2.363849	oui	Le 6 février 1934, des dizaines de milliers de militants de droite et d’extrême droite ainsi que des anciens combattants manifestent en réaction, notamment, au remplacement du préfet de Paris, Jean Chiappe. <span data-source="1"> On compte 15 morts et 57 blessés par balles.</span>. <span data-source="2">Les communistes</span> <i>«appellent les “ouvriers socialistes et communistes” à manifester le 9 février 1934, place de la République, contre “la dictature sanglante du capital", pour la “dissolution des ligues” [d’extrême droite, ndlr] et pour un “gouvernement ouvrier et paysan”».</i> <span data-source="3">Les manifestants sont rapidement repoussés et dressent des barricades dans l’Est parisien</span>, à Ménilmontant et Belleville en particulier. Il y aura 4 morts, membres du Parti communiste, 24 blessés parmi les manifestants et 141 chez les policiers ainsi que 1&nbsp;214 arrestations. <i>«Jamais depuis la Commune le prolétariat parisien n’avait fait une telle démonstration de force combative et légendaire»,</i> décrit <span data-source="4">l’écrivain Georges Sadoul dans une dépêche de presse destinées aux <i>Izvestia</i></span>. Trois jours plus tard, communistes et socialistes forment un même cortège lors d’une manifestation autorisée par l’Etat.	<span class="source">Danielle Tartakowsky, <i>le Pouvoir est dans la rue, crises politiques et manifestations en France,</i> Aubier, 1998, p.95.</span>  <span class="source">Ibid., p. 101.</span>  <span class="source">Danielle Tartakowsky, 1919-1968 - Des barricades ? In : la Barricade. éditions de la Sorbonne, 1997, p. 455.</span>  <span class="source">Archive citée dans Danielle Tartakowsky, le Pouvoir..., op.cit., p.102.</span>	06/02/1934 - 12/02/1934	phot		manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
32	oui	OK	ok	Siège de la Fédération communiste anarchiste	5, rue Henri-Chevreau	Paris	19	48.868997	2.389475	non	En janvier&nbsp;1913, une manifestation est organisée par&nbsp;150&nbsp;personnes, dont des membres du Foyer populaire de Belleville, de la Jeunesse anarchiste et des terrassiers au Théâtre nouveau. <i>«Au signal de <span data-source="1">Jean Fleur</span></i> [ouvrier tourneur sur métaux, anarchiste et secrétaire du Foyer populaire de Belleville, ndlr], <span data-source="2">décrit Gérard Jacquemet, d'après un rapport,</span> <i>ils ont interrompu le spectacle aux cris de <i>"A bas la guerre&nbsp;! Vive l'Internationale&nbsp;!",</i> suivis d'une bagarre avec la police, tandis que le public, mécontent, ne cessait d'applaudir les acteurs.»</i> C'est l'une des nombreuses actions des anarchistes bellevillois, qui <span data-source="3">organisent de nombreuses réunions au siège de la Fédération communiste anarchiste</span> (dont fait partie le Foyer populaire de Belleville), au&nbsp;5, rue Henri-Chevreau à partir de&nbsp;1912. <i>«La plupart des réunions tenues en&nbsp;1913 [à cette adresse] ont pour thème principal l'action à mener contre la guerre et contre la loi des trois ans de service militaire»,</i> explique Gérard Jacquemet, d'après les archives de police qu'ils a exhumées.	<span class="source">notice de Jean Fleur, dans le dictionnaire Maitron, signée Guillaume Davranche : http://maitron-en-ligne.univ-paris1.fr/spip.php?article154150</span>  <span class="source">Gérard Jacquemet, <i>Belleville au XIXe siècle,</i>  Edition de l'EHESS, 1984. p.370.</span>  <span class="source">Ibidem.</span>	1912 - 1915			manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
33	oui	OK	ok	Logement de Lénine en 1908-1909	24, rue Beaunier	Paris	14	48.824345	2.329592	rehab	<i>«Nous allons quitter l'hôtel [des Gobelins, boulevard Saint-Marcel] pour notre nouvel appartement&nbsp;: M.&nbsp;Oulianov, 24,&nbsp;rue Beaunier, Paris»,</i> <span data-source="1">écrit Lénine dans une lettre à sa sœur et révolutionnaire Anna Ilinitchna Elizarova-Oulianova,</span> en décembre&nbsp;1908. <span data-source="2">Dans la même missive</span>, il se réjouit de l'arrivée prochaine du métro, puisque le tronçon sud de la ligne&nbsp;4 ouvrira en octobre&nbsp;1909&nbsp;:  <i>«L'appartement est situé presque à la sortie de Paris, au sud, près du parc Montsouris. C'est aussi calme qu'en province. C'est très loin du centre mais nous aurons bientôt à deux pas de chez nous le métro, un chemin de fer électrique souterrain&nbsp;; et on a en général des moyens de communication. En attendant, nous sommes heureux à Paris.»</i> Mais <span data-source="3">quelques mois après</span>, <i>«il eut des ennuis avec sa concierge et le propriétaire. Ceux-ci étaient mécontents de la foule de visiteurs qui venaient chez le locataire. –&nbsp;On aura encore des misères avec ces anarchistes russes, se plaignit la concierge.»</i> Lénine quitte l'appartement en juillet, avant l'ouverture du tronçon sud de la ligne&nbsp;4.	<span class="source">Charles Feld, <i>Quand Lénine vivait à Paris,</i> Club Messidor, 1967, p.38.</span>  <span class="source">Ibid. p.42.</span>  <span class="source">Ibid., p.38.</span>	12/1908 - 07/1909			quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
34	oui	OK	ok	Manufacture de tabac du Gros-Caillou	53-65 quai d'Orsay	Paris	07	48.862265	2.308018	non	C'est l'une des 16 manufactures impériales de tabac en 1868 (les autres sont situées dans le quartier de Reuilly, à Lille, Le Havre, Dieppe, Lyon, Marseille, Nice, Toulouse, Strasbourg, Chateauroux, Tonneins, Bordeaux, Morlaix, Nantes, Metz et Nancy). Dans <span data-source="1">l'un de ses ouvrages sur les grandes usines en France</span>, le journaliste Julien Turgan défend cette industrie : <i>«Les prétendus moralistes, qui ont besoin de blâmer quelque chose, et qui se sont acharnés contre l'eau de vie, le café, le thé, etc., pour se reposer de déclamer sur l'or, ont hautement déclaré que le tabac était le fléau des temps modernes. [...] La discussion de ces anathèmes nous mènerait trop loin; nous dirons seulement que nous ne pouvons croire qu'une habitude répandue avec autant de facilité et de persistance d'un pôle à l'autre soit aussi niaise et aussi dangereuse qu'on se plaît à dire.»</i> Il décrit plus loin la production, dont <span data-source="2">celle des cigares</span>, pour laquelle 1 500 ouvrières, <i>«travaillant sans relâche dix heures par jour, et souvent douze, peuvent à peine produire assez de cigares pour la consommation de Paris»</i>. Et s'ils sont bien appréciés (490 000 kilos produits en 1862 selon Turgan), le tabac à fumer (pour les pipes notamment) représente à lui seul 75% de la production de la manufacture de Paris (3,15 millions de kilos en 1862). Les cigarettes, elles, sont un produit <i>«qui n'a pas eu grand succès [..], et qui emploie peu de personnes»,</i> selon Julien Turgan. Les conditions de travail sont, <span data-source="3">selon Maxime Du Camp</span>, <i>«pénibles pour les débutants ; ce n’est pas impunément que les premières fois ils remuent ces niasses chaudes d’où s’échappent des émanations ammoniacales assez vives ; cela pique les yeux, provoque des éternuments répétés, et amène dans quelques cas des maux de tête violents. On s’y habitue cependant, plus vite même qu’on ne pourrait le croire, et bientôt l’on n’y pense plus. Néanmoins, les ouvriers spécialement chargés de cette besogne ont le teint d’une pâleur mate et grisâtre.»</i> La manufacture de Gros-Caillou est définitivement détruite <span data-source="4">en 1909</span>.	<span class="source">Julien Turgan, les Grandes Usines, Michel Lévy Frères, tome II,  1868, p.10.</span>  <span class="source">Ibid., p.253.</span>  <span class="source">Maxime Du Camp, «Les manufactures de tabac, les établissements du Gros-Caillou et de Reuilly», dans la <i>Revue des deux mondes,</i> 1868, n°76, p.723 : https://fr.wikisource.org/wiki/Les_Manufactures_de_Tabac_:_les_%C3%A9tablissemens_du_Gros-Caillou_et_de_Reuilly</span>  <span class="source">PSS-archi.eu, site collaboratif d'architecture : http://www.pss-archi.eu/immeubles/FR-75056-22699.html</span>	1811 - 1909	photo		usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
